code,product_name,brands,countries_tags,categories_tags,labels_tags,ingredients_text,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,trans-fat_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,serum-proteins_100g,salt_100g,added-salt_100g
0001174723303,,Dua Kelinci,"en:indonesia,en:netherlands,en:philippines,en:saudi-arabia,en:south-korea","en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:nuts-and-their-products,en:nuts,en:roasted-nuts,en:peanuts,en:roasted-peanuts,en:kacang,en:kacang-garing",en:dua-kelinci,Peanuts (96%),627.6,,12,2.5,,,,,,,,4,0,,3,,,8,,0.3375,
00035014,White Bread,Mr. Bread,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:white-breads",en:halal,"_Wheat Flour_-52.66%,  ice,  water,  margarine ((contains potassium sorbate preservative),  natural coloring (curkimine Cl no. 75300 and anato extract Cl. No. 75120)), sugar (contains sulfite preservatives), _full cream milk powder_, rotary fat (contains the antioxidant tocopherol), yeast, salt, flour treatment (contains the antioxidant ascorbic acid), vegetable emulsifier, synthetic vanilla, calcium propionate preservative.",879,,4,2,,,,,,,,36,3,,,,,7,,0.31,
0011747233033,Kacang Dua Kelinci,Dua Kelincii,"en:indonesia,en:netherlands,en:saudi-arabia,en:south-korea","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,id:kacang-tanah",en:halal,Kacang Tanah (96%),2510,,48,10,,,,,,,,16,0,,12,,,32,,1.35,
0011747233965,Kacang Garing,Dua Kelinci,en:indonesia,id:kacang,,"kacang (96%), Garam.",2580,,46.2,11.5,,,,,,,,15.4,0,,,,,30.8,,0.538,
00127233,Fruit cologne lemon,UW Health,en:indonesia,,,,513,,6.81,4.19,,,,,,,,13.6,,,1.05,,,2.09,,,
0030505036075,Fanta,The Coca cola Company,en:indonesia,,,,83.6,,,,,,,,,,,4.8,4.4,,,,,,,0.01,
0074410741860,Japanese Green Tea,Pokka,"en:australia,en:france,en:indonesia,en:malaysia,en:new-zealand,en:switzerland","en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:green-teas,en:herbal-teas,en:japanese-green-teas,en:unsweetened-beverages","en:low-or-no-sugar,en:no-sugar,fr:analyse-des-dangers-et-points-critiques-pour-leur-maitrise,fr:brc,fr:hacccp","Wasser, frisch gebühter Grüntee (43%), ascorbinsäure (E300)",0,,0,0,,,,,,,,0,0,,0,,,0,,0.02,
0080469010376,Protein Bread,Mestemacher,en:indonesia,,,"Air, Protein Campuran (Protein Gandum, Protein Pea), Tepung Rye Utuh, Biji Cokelat, Kacang Kedelai, Tepung Kacang Kedelai, Kulit Gandum, Biji Lin Emas, Biji Bunga Matahari, Wijen, Cuka Apel, Oat, Garam, Tepung Rye, Ragi, Whey Bubuk",1170,,2,0,,,,,,,,52,2,,2,,,10,,1.1,
0088251217873,Herb candy,,en:indonesia,,,,1793,,0,0,,,,,,,,100,71.428571428571,,0,,,0,,,
0089686010190,Indomie rasa Kari Ayam,,en:indonesia,id:makanan,,". CARA PENYATA • Rebus mi dalam 400 cc (2 gelas) air mendidih selama 3 menit sambil diaduk. Sementara mi direbus, campurkan bumbu, minyak bumbu, dan cabe bubuk ke dalam mangkok. Tuangkan mi dan kuahnya ke dalam mangkok, aduk dengan bumbu hingga merata. Mi lezat sian din Indomi Selen... erigu, minyak nabati, garam, bu kari (2%), penguat rasa mat dinatrium inosinat dan toti Yam mengandung endale arnel dan antioksidan (asam okoferol)), cabe bubuk, gula, penstabil (nabati dan fosfat), ang putih bubuk, rempah-rempah, , B12, Niasin, Asam Folat dan (zat besi), antioksidan TBHQ dan trazin CI 19140. lihat daftar bahan yang dicetak tebal. g kacang tanah, udang, ikan dan susu. food MAKANAN BERMUTU 05 INFORMASI NILAI GIZI Lemak Total 15g Kolesterol 0 mg Lemak Jenuh 8g 72 g Protein 79 JUMLAH PER SAJIAN 12% AKG* JUMLAH PER SAJIAN Karbohidrat Total 4 Serat Pangan ANG 0 1% Garam (Natrium) m 22% 0% 38% Gula 12% Vitamin dan Mineral 330 kkal Vitamin A Energi dari Lemak 130 kkal Vitamin B1 Vitamin B6 Vitamin B12 189 50% Niasin 25% Asam Folat 25% Asam Pantotenat 15% Zat Besi Takaran saji 1 Sajian per Kemasan Energi Total *Persen AKG berdasarkan kebutuhan energi 2150 kkal. Kebutuhan energi anda mungkin lebih tinggih re 89686 01019 0 PP LAYANAN KONSUMEN Indofood Untuk Produk Mi Inst 0 800 181 888 (Bebas Pu Email: indomie@icbp.indofood.co Website: www.indomie.com",0,,20.8,11.1,,,,,,,,59.7,2.78,,2.78,,,9.72,,1650,
0089686010343,Indomie Soto Mie,Indomie,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,RH-60,1791,,14.2,7.1,,,,,,,,65,5.7,,2.8,,,10,,1.3,
0089686010527,Indomie Kari Ayam,Indomie,"en:indonesia,en:spain","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles,en:instant-noodle-soups",,RH 60,1.92,,19.4,9.72,,,,,,,,9.72,2.78,,4.17,,,9.72,,1.69,
0089686010947,Indomie Mi Goreng Fried Noodle 85G,Indomie,"en:france,en:indonesia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,"ingredie noodles : wheat flour (62%), refined palm oil (contains antioxidant 319), tapioca starch, salt, acidity regulator (501, 500), thickener (412), color (101). seasoning powder : salt, sugar, flavour enchancers (621,631,627), garlic powder, onion powder, yeast extract, flavours, pepper, anti caking agent (551). seasoning oil : refined palm oil (contains antioxidant 319), onion. sweet soy sauce : sugar, water, salt, wheat, soy bean, spices, sesame oil. chili sauce : chili, water, sugar, salt, tapioca starch, acidity regulator (260, 330), flavour enchancers (621, 631, 627), garlic flavour, preservatives (23 1, 223). onion : onion, refined palm oil (contains antioxidant 319).",2092,,24.2,10.9,,,,,,,,59.7,6.2,,2.3,,,9.6,,2.2625,
0089686011036,Indomie Mi Goreng Pedas,Indomie,"en:france,en:indonesia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:soups,en:dried-meals,en:instant-noodles,en:chinese-noodles,en:dehydrated-soups,en:instant-noodle-soups,en:dehydrated-asian-style-soup-with-noodles,en:flavoured-asian-noodles,en:flavoured-dehydrated-asian-noodles",en:halal,"Wheat Flour, Vegetable Oil, Tapioca Starch, Salt, Acidity Regulator (E330), Stabilizer (Dipotassium Phosphate), Mineral (Iron), Antioxidant (Tertiary Butylhydroquinone, TBHQ), Color (Tartrazine, E102), Sugar, Flavor Enhancer (Monosodium Glutamate, E621), Synthetic Chicken Flavor (Contains Fish, Egg, Milk, Preservatives: Disodium Inosinate, E631; Disodium Guanylate, E627), Antioxidant (Tocopherol, E307), Garlic Powder, Shallot Powder, Lata Powder, Vitamins (A, B1, B6, B12, Niacin, Folic Acid, Pantothenic Acid), Chili Powder (0.5%), Red Chili (1%), Sweet Sauce (Sugar, Water, Soybean, Wheat, Salt, Spices, Vegetable Oil)",1910,,16.5,7.59,,,,,,,,65.8,8.86,,2.53,,,10.1,,1.24,
0089686014259,,Supermi,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles",en:halal,"KOMPOSISI MI: Tepung terigu, minyak nabati, tepung tapioka, garam, pengatur keasaman, penstabil (nabati dan fosfat, mengandung kedelai), antioksidan TBHQ dan pewarna sintetik tartrazin CI 19140. BUMBU: Garam, gula, penguat rasa (mononatrium glutamat, dinatrium inosinat dan guanilat), bawang merah bubuk, lada bubuk, perisa sintetik ayam (mengandung telur), seledri bubuk, bawang putih bubuk dan daun bawang. CABE BUBUK Mengandung alergen, lihat daftar bahan yang dicetak tebal. Mungkin mengandung kacang tanah, udang, ikan dan susu.",1213,,11,6,,,,,,,,40,2,,3,,,6,,0.88,
0089686017748,Sarimi isi 2 Goreng Ayam Kremes,Sarimi Isi 2,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles",,"minyak nabati, kecap manis, kremes (gluten, kedelai), gula, garam, tepung tapioka, penguat rasa (mononatrium glutamat, dinatrium inosinat, guanilat), bubuk ayam kremes (antioksidan tokoferol), perisa sintetik ayam (kacang tanah, antioksidan asam askorbat, alfa tokoferol), cabai bubuk, bawang putih bubuk, ekstrak ragi, pengatur keasaman, pewarna alami karamel I, penstabil (nabati, fosfat), lada bubuk, perisa alami paprika, antioksidan TBHQ, pewarna sintetik tartrazin CI 19140",1950,,19.2,9.17,,,,,,,,65.8,7.5,,,,,8.33,,1.2,
0089686021004,InterMi® Mi Instan Rasa Mi Goreng Pedas,Indofood,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles",en:halal-indonesia,"_Tepung terigu_, minyak nabati, kecap manis (mengandung _kedelai & gandum_), garam, tepung tapioka, gula, bumbu pedas 1% (mengandung _kacang tanah_ dan antioksidan tokoferol campuran pekat), penguat rasa (mononatrium glutamat, dinatrium inosinat dan guanilat), perisa sintetik ayam (mengandung telur dan antioksidan di-alfa tokoferol), lada bubuk, pengatur keasaman, bawang putih bubuk, penstabil (nabati dan fosfat), pewarna alami karamel I, perisa alami paprika, minyak cabe 0,02%, antioksidan TBHQ, pewarna sintetik tartrazin CI 19140",1880,,16.7,8.33,,,,,,,,66.7,6.67,,3.33,,,6.67,,1.27,
0089686021127,Mie intermie kaldu,Intermie,en:indonesia,,,,1880,,15,,,,,,,,7.5,66.7,3.33,,3.33,,,8.33,,3.96,
0089686040098,,Indomie,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,"KOMPOSISI MI: Tepung terigu, minyak nabati, tepung tapioka, penstabil (nabati dan fosfat), garam, pengatur keasaman, antioksidan TBHQ dan pewarna sintetik tartrazin CI 19140. BUMBU: Krimer (mengandung susu, pewarna alami beta-karoten CI 40800), garam, perisa sintetik ayam (mengandung kedelai, antioksidan asam askorbat, alfa tokoferol dan askorbil palmitat), penguat rasa (mononatrium glutamat, dinatrium inosinat dan guanilat), rempah (mengandung antioksidan tokoferol campuran pekat), gula, pati termodifikasi, rumput laut kering (0.3%), wijen (0.2%), kuning telur bubuk, daun bawang, pewama alami karamel I, antikempal silikon dioksida dan vitamin (A, B1, B6, B12, Niasin, Asam Folat dan Pantotenat). MINYAK: Minyak nabati dan perisa sintetik ramen (mengandung antioksidan alfa tokoferol dan penguat rasa asam L-glutamat, dinatrium inosinat dan guanilat). Mengandung alergen, lihat daftar bahan yang dicetak tebal. Mungkin mengandung kacang tanah, udang, ikan dan moluska",1900,,17.4,9.3,,,,,,,,65.1,3.49,,5.81,,,9.3,,1.64,
0089686040128,Indomie Takoyaki,Indofood,"en:indonesia,en:netherlands","en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",en:halal,"KOMPOSIS MI: Tepung terigu, minyak nabati, tepung tapioka, penstabil (nabati dan fosfat), garam, pengatur keasaman, antioksidan TBHQ dan pewarna sintetik tartrazin CI 19140. BUMBU: Pasta takoyaki (mengandung bumbu takoyaki (1,6%), kedelai, udang, susu, vitamin (A, B1, B3, B5, B6, B9 dan B12), pewarna alami karamell, penguat rasa mononatrium glutamat, dinatrium inosinat & guanilat dan antioksidan alfa tokoferol). TOPPING: Katsuobushi (0,4%) (mengandung ikan) dan rumput laut (0,2%). SAUS MAYO (9%) (Mengandung telur, pengawet kalium sorbat & natrium benzoat, penguat rasa mononatrium glutamat & dinatrium ribonukleotida). Mengandung alergen, lihat daftar bahan yang dicetak tebal. Mungkin mengandung kacang tanah dan moluska.",1890,,15.4,8.79,,,,,,,,70.3,6.59,,3.3,,,6.59,,2.75,
0089686040142,Tori Kara,Indomie,en:indonesia,,,,1930,,19.1,10.1,,,,,,,,65.2,4.49,,3.37,,,7.87,,4.1,
0089686040173,Spicy Ramyeon Mushroom Soup,Indomie,en:indonesia,,,,1760,,13.3,7.23,,,,,,,,69.9,4.82,,3.61,,,7.23,,3.64,
0089686040647,Indomie Keriting Goreng Spesial,Indomie,"en:france,en:indonesia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,,1860,,16.7,8.89,,,,,,,,62.2,11.1,,3.33,,,11.1,,1.31,
0089686041705,Mie Indomie jumbo goreng,Indomie,"en:indonesia,en:united-states","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",en:halal,"noodles : wheat flour (62%), refined palm oil (contains antioxidant 319), salt, acidity regulators (451, 501, 500), thickener (412), colour (101), seasoning powder: salt, sugar, flavour enhancers (621, 631, 627), garlic powder, onion powder, yeast extract, artificial flavour, pepper, anticaking agent (551), seasoning oil: refined palm oil (contains antioxidant 319), onion, sweet soy sauce: sugar, water, salt, wheat, soy bean, spices, sesame oil, chilli sauce: chilli, water, sugar, salt, tapioca starch, acidity regulators (260, 330), herbs, flavour enhancers (621, 627,e631), flavours, preservatives (211, 223), fried onion: onion, refined palm oil (contains antioxidant 319), allergen: contains wheat, contains sesame, contains soy",2016,,22,9,,,,,,,,63,8,,10,,,10,,2.3,
0089686041767,Nouilles Indomie Mie Goreng Jumbo,Indomie,"en:france,en:indonesia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",en:halal,,1970,,19.7,9.45,,,,,,,,59.1,10.2,,2.36,,,11,,0.937,
0089686043204,Indomie Mi Goreng ACEH,,en:indonesia,,,,1799,,19,9,,,,,,,,55,6,,6,,,9,,0.19,
0089686043433,Indomie Mi Goreng Rasa Ayam Geprek,Indomie,"en:indonesia,en:united-states","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",en:halal,RH 30,1715,,20,9,,,,,,,,9,6,,0,,,9,,0.9,
0089686043631,Indomie jumbo rendang,Pt.indofood cbp sukses makmur tbk,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,,1930,,20,13,,,,,,,,59.1,6.09,,4.35,,,10.4,,2.59,
0089686048094,Mi Goreng Ayam Pedas Korea,Sarimi Isi 2,en:indonesia,,,,1950,,20,,,,,,,,,64.2,5.83,,3.33,,,8.33,,2.56,
0089686060126,Pop Mie Baso,Indomie,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles","en:halal,en:sni","M Tepung terigu minyak nabat, tepung tapoka, ga Indolnie YA UPP UN Saran Penyallan 圆 POP ME MINSTA & CYP 18 RASA BASO I STARE P LAM vr. T: kair, Saji 75 g 1 Sajian per Kemasan TISANGAN AMPAI BATAS INI OPEN THE LID UP TO THIS LINE O 9: JUMLAH PER SAJIAN MASI NILAI GIZI Diproduksi oleh: PT INDOFOOD CBP SUKSES MAKMUR Tbk Jakarta 14430-INDONESIA Berat Bersih 75g 360 kkal 140 kkal Energi Total Energi dari lemak Lemak Total Kolesterol Lemak Jenuh Protein %AKG* 15 g 48% *Persen AKG berdasarkan pada kebutuhan energi 2150 kkab Kebutuhan energi Anda mungkin lebih tinggi atau lebih rendah BPOM RI MD 231509339002 Karbohidrat Total Serat Pangan Gula Garam (Natrium) 089686 06012'; nem könne 0% 23% Baik digunakan sebelum/Kode produksi: (Lihat pada 37% 13% 14% 10% D 3g 5g 720 mg alam karamell CABE Box 20 US KEPALAIS PLANS TO PROPRIO A",2680,,20,9.33,,,,,,,,62.7,6.67,,,,,10.7,,0.96,
0089686060362,Pop Mie Soto Ayam,Pop Mie,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles",en:halal,"Tepung Terigu, minyak nabati, tepung tapioka, garam, pengemulsi (nabati dan fosfat, mengandung kedelai) penstabil (nabati dan fosfat), pengatur keasaman, antioksidan TBHQ dan pewarna sintetik tartazin CI 19140. BUMBU: Garam, gula, TVP, sayuran kering, penguat rasa (mononatrium glutamat, dinatrium inosinat dan guanilat), perisa sintetik ayam (mengandung telur dan susu), bawang putih bubuk, bawang merah bubuk, lada bubuk dan seledri bubuk. CABE BUBUK MINYAK BUMBU: Minyak nabati dan bumbu soto. SERBUK KOYA (mengandung krustasea dan pewarna alami karamel I) Mengandung alergen, kacang tanah dan ikan",1960,761,20.8,10.4,,,,,,,,58.4,7.79,,3.9,,,10.4,,1.25,
0089686061024,ayam bwng(kecil),Pop Mie,en:indonesia,id:mie-instant-cup,,,1780,,20,10,,,,,,,,57.5,5,,2.5,,,7.5,,2.25,
0089686067002,Pop mie pedas dower,,en:indonesia,,,"tepung terigu, minyak nabati, tepung tapioka, garam, pengemulisi (nabati), penstabil (nabati dan fosfat), pengatur keasaman, antioksidan TBHQ dan pewarna sintetik tartrazin CI 1940 BUMBU  : garam, gula, penguat rasa",2010,,21.3,10.7,,,,,,,,61.3,5.33,,4,,,8,,1.76,
0089686120714,Fried noodles Mi Goreng,Indomie,"en:france,en:indonesia,en:morocco","en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:seeds,en:legume-seeds,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles,en:soy-beans,en:cellophane-noodles",en:halal,"wheat flour, edible vegetable oil (palm), salt, acidity regulators (potassium carbonate, sodium carbonate, sodium polyphosphate), thickener (guar gum), colouring (riboflavin), antioxidant (TBHQ). Seasoning powder: sugar, salt, monosodium, glutamate, garlic powder, artificial beef flavour powder, onion powder, yeast extract, caramel. Seasoning Oil: edible vegetable oil (palm), onion, chili powder. sweet soy sauce. Contains: _Wheat (Gluten)_ , _soybean_.",1990,,21.2,8.75,,,,,,,0,61.2,7.5,1.25,3.75,,,8.75,,2.66,
0089686140743,Instant noodles migoreng satay flavour,IndomieIndofood,"en:australia,en:france,en:indonesia,en:united-states","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles,en:asian-foods","en:halal,en:iso-22000,en:iso-9001,en:fssai-fssl-10012021000063","Noodles (_Wheat_ flour 66%, refined palm oil (contains TBHQ (E319)), salt, sodium tripolyphosphate, potassium carbonate, sodium carbonate, guar gum, riboflavin); Seasoning Powder (Sugar, salt, monosodium glutamate, disodium guanylate, disodium inosinate, artificial flavor, yeast extract, garlic powder, onion powder, silicon dioxide, lime flavor, caramel, tartaric acid); Seasoning Oil (refined palm oil (contains TBHQ), _peanut_, chili, onion, garlic, herbs); Sweet _Soy_ Sauce (Sugar, water, salt, _wheat_, _soy_ bean, spices, sesame oil); Chili Powder, Fried Onion",962,251,10.1,4,,,,,,,0,28.8,5.4,,1,,,4.5,,0.4,
0089686170726,Indo mie mi goreng instant noodle,IndofoodIndomie,"en:australia,en:france,en:indonesia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles,en:asian-foods,en:indonesian-foods",en:halal,"noodles: wheat flour (62%), refined palm oil (contains antioxidant 319), salt, acidity regulators (451, 501, 500), thickener (412), colour (101), seasoning powder: salt, sugar, flavour enhancers (621, 631, 627), garlic powder, onion powder, yeast extract, artificial flavour, pepper, anticaking agent (551), seasoning oil: refined palm oil (contains antioxidant 319), onion, sweet soy sauce: sugar, water, salt, wheat, soybean, spices, sesame oil, chilli sauce: chilli, water, sugar, salt, tapioca starch, acidity regulators (260, 330), herbs, flavour enhancers (621, 627, e631), flavours, preservatives (211, 223), fried onion: onion, refined palm oil (contains antioxidant 319), allergen: contains wheat, contains sesame, contains soy",1660,,17.2,8.3,,,,,,,,52.4,6,,,,,7.8,,1.94,
0089686170733,Mi goreng Fried Noodles,Indomie,"en:france,en:indonesia,en:united-kingdom","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,"Noodles: Wheat flour (67%), refined palm oil (contains antioxident E319), salt, acidity regulators (E451, E501, E500). thickener (E412), colour (E101). Satsoning Powder: Sugar, saft, flavour enhancers (E621. EB27, E601), garlic powder, artificial chicken flavaur (4.5%). onion powder, yeast extract, colour (E150a), anticaking agem (E551). Seasoning Oil: Refined palm oil (contains antioxidant E319), onion. Sweet Soy Sauce: Sugar, water, salt, wheat, soybean, spices, sesame oil. Chilli Powder.",2092,,24.249999523163,10.874999761581,,,,,,,,59.749999046326,6.25,,2.3,,,9.6249997615814,,2.2499999403954,
0089686170795,mi goreng fried noodles,indomie,"en:france,en:indonesia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",en:halal,"wheat flour, palm oil, cornstarch, salt, sodium tripolyphosphate, potassium carbonate, sodium carbonate, guar gum, artificial chicken flavor, sugar, hydrolyzed soy protein, garlic powder, onion powder, spices, shallot powder, caramel color, disodium inosinate, disodium guanylate, monosodium glutamate, artificial chicken flavor, soy sauce powder, wheat, soybean, sesame",1970,,20,9.41,,,,,,,,61.2,7.06,,3.53,,,9.41,,2.29,
0089686170924,Mi Goreng Instant Fried Noodles,Indomie,"en:australia,en:indonesia,en:new-zealand","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",en:halal,"Noodles : Wheat Flour (62%), Refined Palm Oil (contains Antioxidant 319), Salt, acidity Regulators (451, 501, 500), Thickener (412), Colour (101). Seasoning Powder: Salt, Sugar, Flavour Enhancers (621, 631, 627), Garlic Powder, Onion Powder, Yeast Extract, Artificial Flavour, Pepper, Anticaking Agent (551). Seasoning Oil: Refined Palm Oil (contains Antioxidant 319), Onion. Sweet Soy Sauce: Sugar, Water, Salt, Wheat, Soy Bean, Spices, Sesame Oil. Chilli Sauce: Chilli, Water, Sugar, Salt, Tapioca Starch, Acidity Regulators (260, 330), Herbs, Flavour Enhancers (621, 627, 631), Flavours, Preservatives (211, 223). Fried Onion: Onion, Refined Palm Oil (contains Antioxidant 319). Allergen: Contains Wheat, Contains Sesame, Contains Soy",1000,,10.114285714286,6.4,,,,,,,,29.371428571429,4.4,,,,,4.5714285714286,,0.92714285714285,
0089686171648,,Indomie,"en:france,en:indonesia",,"en:halal,en:green-dot","Noedels: TARWEBLOEM (67%), plantaardige olie (bevat anti-oxidant E319), zout, zuurteregelaars (E451, E501, E500), verdikkingsmiddel (E412), kleur (E101). Kruiding: Suiker, zout, smaakversterker (E621, E627, E631), knoflook smaak, kunstmatige kip smaak (4.5%), ui poeder, gistextract, kleur (E150a), antiklontermiddel (E551). Olie: Plantaardige olie (bevat anti-oxidant E319), ui. Ketjap: Suiker, water, zout, TARWEBLOEM, SOJA, specerijen, SESAM OLIE. CHILLIE POEDER.",1920,,15.5,7,,,,,,,,67,8.9,,,,,10.3,,2.5,
0089686171907,Instant noodles,Indomie,"en:indonesia,en:new-zealand","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",en:halal,"wheat flour, refined palm oil, salt, tripolyphosphate, sodium carbonate, potassium carbonate, sodium bicarbonate, guar gum, riboflavin, sugar, salt, monosodium glutamate, sodium inosinate, sodium guanylate, onion, garlic, caramel, white pepper, palm oil, soy sauce powder, wheat, soy, salt, spices, sesame oil, chili, water, sugar, salt, tapioca starch, acetic acid, citric acid, herbs, monosodium glutamate, sodium inosinate, sodium guanylate, garlic, sodium benzoate, sodium metabisulfite, fried shallots, wheat, soybean, sesame",1920,,20,9.41,,,,,,,,60,7.06,,4.71,,,8.24,,2.56,
0089686180633,Indo mie Fried noodles,Indomie,"en:france,en:indonesia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,"Noodles wheat flour (contains gluten), palm olein (contains permitted antioxidant TBHQ), salt, guar gum, contains acidity regulators (potassium carbonate, sodium polyphosphate, sodium carbonate) as permitted food conditioners and contains permitted colouring (tartrazine) Seasoning Powder: Sugar, salt, contains monosodium glutamate, disodium inosinate, disodium guanylate and yeast extract as permitted flavour enhancers, garlic powder, onion powder, artificial chicken flavour, pepper, caramel. Seasoning Oll: Refined palm oil (contains permitted antioxidant TSHQ onion Sweet Soy Sauce: Sugar, water, soy bean, wheat, salt, herbs and spices, sesame oil. Chilli Sauce: Chilli, water, sugar, salt, tapioca starch, contains acidity regulators (acetic acid and citric acid) as permitted food conditioner, herbs, contains monosodium glutamate, disodium inosinate and disodium guanylate as permitted flavour enhancers, flavours, contains permitted preservatives (sodium benzoate and sodium metabisulphite). Fried Onion: Shallot,palm olein (contains permitted antioxidant TBHQ). All additives used are of plant and synthetic origin. Contains: Wheat, soy bean and sesame.",1950,,20.1,,,,,,,,,59.9,8,,2.82,,,10.1,,2.45,
0089686182033,Indomie Soto Flavour,Indomie,"en:indonesia,en:malaysia",,en:halal,,1940,,18.3,,,,,,,,,62.2,4.62,,3.85,,,10.8,,4.93,
0089686386165,Racik bumbu sayur lodeh,Indofood racik,en:indonesia,,,,1046,,,,,,,,,,,50,,,,,,,,0.04166667,
0089686386394,Bumbu Ayam Goreng Mentega,Indofood,en:indonesia,,,,1460,,15,5,,,,,,,,60,40,,10,,,0,,11,
0089686400038,Indofood,Indofood,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:sauces,en:chili-peppers,en:hot-sauces,en:sambal,en:groceries",en:halal,"Air, Gula, Cabai 25% (mengandung Cabai Merah 15%, Cabai Habanero 0,01%), Bawang Putih 5%, Garam, Tomat, Pengental Nabati, Penguat Rasa (Mononatrium Glutamat, Dinatrium Inosinat & Guanilat), Pengatur Keasaman, Perisa Sintetik (mengandung Antioksidan a-Tokoferol), Pengawet (Natrium Benzoat, Natrium Metabisulfit).",105,,0,0,,,,,,,,5,4,,,,,0,,0.27,
0089686420036,Sweet soy sauce,,en:indonesia,"en:condiments,en:sauces,en:soy-sauces",,,1869,,0,0,,,,,,,,98,93.333333333333,,4.6666666666667,,,0,,2,
